,text
Ses02F_script03_2_F022,"I don't care, do you understand? I don't care. I don't care if they bark or roll about like hoops."
Ses02F_script03_2_F024,Mind your own business.
Ses02F_script03_2_F025,You're quite insufferable
Ses02F_script03_2_F026,I expect it's because you're drunk.
Ses02F_script03_2_M027,I'm not in the least drunk.
Ses02F_script03_2_M028,"As I mentioned before, I have had three minute liquor glasses of brandy the whole evening long. A child of two couldn't get drunk on that."
Ses02F_script03_2_F028,"On the contrary, a child of two could get violently drunk on only one glass of brandy."
Ses02F_script03_2_M029,"Oh, very interesting. How about a child of four? A child of six? Or a child of nine?"
Ses02F_script03_2_F029,Shut up.
Ses02F_script03_2_M030,"We could get a good debate going about this, don't you think? Intemperate tots."
Ses02F_script03_2_F030,"Not very funny, dear. You'd better have some more brandy."
Ses02F_script03_2_F031,Why?
Ses02F_script03_2_M033,Because it's late and it'll annoy the people upstairs.
Ses02F_script03_2_F032,There aren't any people upstairs. It's a photographer's studio.
Ses02F_script03_2_M034,There are people downstairs I suppose?
Ses02F_script03_2_M035,This is no time of the year for Tunis.
Ses02F_script03_2_F034,"Turn it on again, please."
Ses02F_script03_2_M036,I'll do no such thing.
Ses02F_script03_2_F035,"Very well, if you insist on being boorish and idiotic."
Ses02F_script03_2_M037,Turn it off. It's driving me mad.
Ses02F_script03_2_F036,You are far too temperamental. Try to control yourself.
Ses02F_script03_2_M038,Turn it off.
Ses02F_script03_2_F037,Stop it. Go away. I hate you.
Ses02F_script03_2_M039,"Amanda, listen. listen"
Ses02F_script03_2_F038,"Listen? Listen, indeed. I am sick and tired of listening to you, damn sadistic bully."
Ses02F_script03_2_M040,"Very amusing, indeed."
Ses02F_script03_2_F039,"I hate you. Stop it. Stop it. I hate you, do you hear? You're conceited and overbearing and utterly impossible."
Ses02F_script03_2_M041,"You're a vile, tempered, loose living, wicked little beast and I hope to never see you again as long as I live."
Ses02F_script03_2_F040,This is the end. Finally and forever. Do you hear me? The end.
Ses02F_script03_2_M042,You're not going like this.
Ses02F_script03_2_F041,"Oh Yes, I am."
Ses02F_script03_2_M043,You're not.
Ses02F_script03_2_F042,I am. Let go of me. You're a cruel fiend and I hate and loathe you.
Ses02F_script03_2_M044,Shut up. Shut up.
Ses02F_script03_2_M045,I wouldn't-- I wouldn't marry--
Ses02F_script03_2_M046,I wouldn't marry you if you came in crawling on your knees
Ses02F_script03_2_F043,Thank God I realized what you are-- I'd never marry you again ever in my life. You're a cruel fiend and I hate you. You're a beast. You're a beast--I hate you. Stop it. Stop it.
Ses02F_script03_2_M047,You're a evil vampire and I hope to God I never see you again as long as I live.
Ses02M_impro01_M000,All right. Finally. Here you go.
Ses02M_impro01_F000,"Hi, How can I help you?"
Ses02M_impro01_M001,"Yea. I just want to get this done,"
Ses02M_impro01_F001,"Sure, um"
Ses02M_impro01_M002,get my new license.
Ses02M_impro01_F002,do you have two forms of ID with you?
Ses02M_impro01_M003,"Um, no, I got my driver's license though."
Ses02M_impro01_F003,"I actually need two forms of ID. I need either a passport or a birth certificate, or social security card. I'm sorry."
Ses02M_impro01_M004,"Uh, sorry, I forgot them. I mean I've got to -"
Ses02M_impro01_F004,Well
Ses02M_impro01_M005,well is the dri-driver's license going to work?
Ses02M_impro01_F005,I- I can take your driver's license but I need another form of ID in order to process this paper work.
Ses02M_impro01_M006,"Okay, so what are you saying? What-"
Ses02M_impro01_F006,"Um, that you would need to go home and get another form of ID and come back."
Ses02M_impro01_M007,"What? I- You telling me I waited in that huge line to go and sit down and get my number called, like after"
Ses02M_impro01_F007,"Well, I'm sorry sir but"
Ses02M_impro01_M008,three hours and
Ses02M_impro01_F008,you need to bring two forms of ID there is nothing we can do about it.
Ses02M_impro01_M009,Shouldn't they have like told us about that? I mean why - why would they make me go and wait three hours if I have got to go and do it again?
Ses02M_impro01_F009,"Well, it's actually-"
Ses02M_impro01_F010,"It's standard that you bring a couple of forms of ID, I'm sorry."
Ses02M_impro01_M010,"It's standard? I mean I don't work at the D.M.V. how am I supposed to know that, like, I stand in line, I get my"
Ses02M_impro01_F011,"Well, I'm sorry, sir, but we're not responsible."
Ses02M_impro01_M011,"I filled out the application right, didn't I?"
Ses02M_impro01_F012,"Yes, you did, thank you very much, but we're not responsible if you've forgotten something, and we need to have two forms of ID."
Ses02M_impro01_M012,Okay. What about - no -- how about you hold that and I'll - I'll go and I can come back-
Ses02M_impro01_F013,"I'm sorry, but there is a lot of people waiting so you're just going to have to get in line again."
Ses02M_impro01_M013,I've been waiting for three hours.
Ses02M_impro01_F014,"It just happens to people all the time, I'm sorry sir, but I can't make an exception for you."
Ses02M_impro01_M014,This is ridiculous. Come on
Ses02M_impro01_F015,"I'm sorry, sir."
Ses02M_impro01_M015,"I cannot go back in that line. I've got stuff I need to do, I mean-"
Ses02M_impro01_F016,there is nothing I can do.
Ses02M_impro01_F017,"I know sir, but we have to have two forms. There is nothing I can do about it, I'm sorry."
Ses02M_impro01_M017,That doesn't make any sense. Why?
Ses02M_impro01_F018,"I'm sorry, sir. There is nothing I can do."
Ses02M_impro01_M018,You- shouldn't you have like a sign or something maybe like up on the counter when you get the applica- maybe on the application
Ses02M_impro01_F019,"Well, if you had checked the web site it would have said."
Ses02M_impro01_F020,If you had checked the website it would have said that you needed two forms of identification.
Ses02M_impro01_M019,"What web- I didn't go to a website - why would I need to - it's the D.M.V.. You come to the D.M.V., you wait in line for three hours, and then you go home."
Ses02M_impro01_F021,"Well, maybe you should"
Ses02M_impro01_M020,I waited in line now I'm ready to get my stuff and then go home.
Ses02M_impro01_F022,Right. So maybe you should go home now and get your paperwork and come back.
Ses02M_impro01_F023,"I'm sorry sir but there's a lot of people waiting. So if you won't move out of the way, then I'm going to have to call security."
Ses02M_impro01_M021,"God, oh my-"
Ses02M_impro01_M022,This is ridiculous.
Ses02M_impro01_F024,"I'm sorry, sir, it's not my choice."
Ses02M_impro02_F000,I don't want you to go.
Ses02M_impro02_M000,"I know, I know. I don't want to go either baby. I love you know. And I'm going to miss you a lot."
Ses02M_impro02_F001,"I'm going to miss you too; I don't know what I'm going to do here without you. It's going to be so lonely, and so hard."
Ses02M_impro02_F002,I don't want to be a single mom.
Ses02M_impro02_M001,"You won't be. I'll be back; I'll be back before you know it. All right, and"
Ses02M_impro02_F003,but
Ses02M_impro02_M002,and
Ses02M_impro02_F004,It's dangerous; I mean how can you make sure that you'll
Ses02M_impro02_M003,"It's- It's dangerous anywhere, honey. I mean this is -this- I'm just going to go and we'll get it over with,"
Ses02M_impro02_F005,I hope so.
Ses02M_impro02_F006,I hope so.
Ses02M_impro02_F007,It's going to be really rough.
Ses02M_impro02_M007,"You gotta take care of our baby for me, alright?"
Ses02M_impro02_F008,I'll send you lots of pictures.
Ses02M_impro02_M008,"I hope so, because I'm not going to be able to survive without all that. I don't know what I'm going to do."
Ses02M_impro02_M009,I've never been - I've never been away from you for two weeks let alone a year.
Ses02M_impro02_F009,"Well, just promise me that you going to be safe."
Ses02M_impro02_F010,"I mean can't they put you in like, you know kitchen work or something where you won't get"
Ses02M_impro02_F011,It doesn't make any sense; I don't know why we have to be at war in the first place.
Ses02M_impro02_M013,there's people that thought it was the right thing to do so now we have to- we have to do what we have to do for our country
Ses02M_impro02_M014,"and it'll work out you know, go there and do that. Yeah, I'll be back"
Ses02M_impro02_F012,"Will you write me letters, paper ones?"
Ses02M_impro02_F013,"Our baby needs a dad; you can't leave. Okay, you can't disappear."
Ses02M_impro02_M017,"Our baby has a dad, alright. Daddy is going to be back soon."
Ses02M_impro02_M018,"I want you to, you know, take lots of video; pictures and I can see you when I get back or while I'm there. I'm going to miss you."
Ses02M_impro02_F014,I'll miss you too.
Ses02M_impro03_M000,"Oh, you're never going to believe it."
Ses02M_impro03_F000,What? What? You look really happy what's going on?
Ses02M_impro03_M001,"Well, I finally did it"
Ses02M_impro03_F001,Finally did what?
Ses02M_impro03_F003,"Oh, my Gosh. Well, and did"
Ses02M_impro03_F004,Did she say yes?
Ses02M_impro03_M005,"Yes, she said yes. [LAUGHTER] I know"
Ses02M_impro03_F005,That's like the most definitive.
Ses02M_impro03_F007,I would have thought you would have told me that you were planning on doing this.
Ses02M_impro03_F008,"Yea, I guess so. Oh, my Gosh. Was she surprised?"
Ses02M_impro03_M008,"Yes, yes. You know, she - she was like - I mean, she was happy, you know"
Ses02M_impro03_M009,"I - I think it was about time, I don't know, maybe. You know what, it's been it's been long enough now."
Ses02M_impro03_F010,So what did you do?
Ses02M_impro03_M010,"Oh, well, it was -- you know, we were at this- at this concert and yeah"
Ses02M_impro03_M011,so I-I talked to some of the crew before hand and-
Ses02M_impro03_F011,"Oh, You did not."
Ses02M_impro03_M012,I-I did.
Ses02M_impro03_F012,"Oh, my Gosh. that's so cute"
Ses02M_impro03_F013,"That's so romantic. Oh, my Gosh. She must have died. That's like one of those things you write into a magazine about like my boyfriend did this. Oh my God."
Ses02M_impro03_M014,"I know, so"
Ses02M_impro03_M015,I got to freak her out.
Ses02M_impro03_M016,"No, yes -- so"
Ses02M_impro03_F014,She must have flipped out.
Ses02M_impro03_M017,"Yea, that way she was guaranteed that she could not say no."
Ses02M_impro03_F015,Right exactly because you can't say no in front of thousands of people. [LAUGHTER]
Ses02M_impro03_M018,"No, but it was good."
Ses02M_impro03_F016,Did you bring her up on stage too?
Ses02M_impro03_M019,"Yes, yes. [LAUGHTER]"
Ses02M_impro03_F017,"Oh, my Gosh, that's so cute."
Ses02M_impro03_M020,"I know it was, I don't know I was really nervous but I'm really - I'm really glad."
Ses02M_impro03_F018,Are your parents excited or...?
Ses02M_impro03_M021,"Oh yes, they - they you know they love her and so I mean..."
Ses02M_impro03_F020,"Ooh, that would be fun."
Ses02M_impro03_M024,"Yea, yea, I'm not too sure where yet I guess you know, I kind of got to figure some stuff out here first"
Ses02M_impro03_F023,"Oh my Gosh. I cannot believe you're getting married, that is so cool."
Ses02M_impro03_M026,I know.
Ses02M_impro03_F024,"Golly, it just makes me all like romantic inside, like I really want that to happen to me. [LAUGHTER]"
Ses02M_impro03_M027,"Oh, it will, obviously you know. But I know it's something - I don't know, you never really think about it happening, like before hand."
Ses02M_impro03_M028,"Sure. Oh, yes."
Ses02M_impro03_F026,Good. The ring makes all the difference.
Ses02M_impro03_F027,"Oh, that's awesome."
Ses02M_impro03_M030,"Yes, well, Thanks, thanks. Thank you. yeah"
Ses02M_impro03_F028,"Yay, well congratulations, that's so cool. [BREATHING] I can't wait."
Ses02M_impro03_M031,Hah.
Ses02M_impro04_M000,"Uhm, I don't know"
Ses02M_impro04_F000,So how you feeling?
